#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-09-19T20:24:53 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ541c906b317d	
#INFO	-out.max=unlimited	
#INFO	queryParameters=12	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:VII/118&tab:{VII/118/ngc2000}&key:source=VII/118/ngc2000&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/118/ngc2000
#-order=I
#-out=Name
#

#RESOURCE=yCat_7118
#Name: VII/118
#Title: NGC 2000.0 (Sky Publishing, ed. Sinnott 1988)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_118_ngc2000:
#Name: VII/118/ngc2000
#Title: The NGC 2000.0 Catalogue
#Column	_RAJ2000	(F6.2)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F6.2)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A5)	NGC or IC designation (preceded by I)	[ucd=meta.id;meta.main]
_RAJ2000;_DEJ2000;Name
174.1503;+36.4167; 3755
174.1503;-63.0334;I2944
174.1753;+54.8501;I2943
174.2003;+54.3001; 3756
174.2003;+23.0000; 3761
174.2253;+54.8167; 3759
174.2253;+17.9000; 3764
174.2253; -8.3667;I 715
174.2753;+58.4334; 3757
174.2753;+24.1167; 3765
174.2753;+12.9167;I2945
174.3003;+17.8500; 3768
174.3253;+16.8834; 3767
174.3752;+74.9834; 3747
174.3753;+61.7668; 3762
174.3753;+32.2334;I2946
174.3753;+31.3667;I2947
174.4002;+75.2834; 3752
174.4253;+22.0167; 3745
174.4253;+22.0000; 3746
174.4253;+47.9001; 3769
174.4503;+22.0334; 3748
174.4503;+22.7000; 3772
174.4753;+21.9667; 3750
174.4753;+21.9334; 3751
174.4753;+21.9834; 3753
174.4753;+21.9834; 3754
174.5003;+59.6167; 3770
174.5253; -9.6000; 3789
174.5503;+12.1167; 3773
174.5753;-10.6167; 3775
174.5753; -3.3333; 3776
174.6003; -9.3333; 3771
174.6003;-50.7167; 3778
174.6503; -8.9833; 3774
174.7003;-63.5334;I2948
174.7253;-10.6167; 3779
174.7503;+26.3667; 3781
174.7503;-37.7500; 3783
174.7753; -0.2167;I 716
174.8253;+46.5167; 3782
174.8503;+56.2667; 3780
174.8503;+26.3334; 3784
174.8503;+31.8667; 3793
174.8503;-10.6500;I 717
174.8753;+26.3167; 3785
174.9003;+55.1834; 3794
174.9253;+31.9167; 3786
174.9253;+20.4834; 3787
174.9253;+31.9334; 3788
174.9503;+17.7167; 3790
174.9503; -9.3833; 3791
174.9503; +5.0000; 3792
174.9753; +8.8667;I 718
175.0253;+58.6167; 3795
175.0253;+31.9001; 3797
175.0503;+24.7167; 3798
175.0503;+15.3334; 3799
175.0503;+15.3500; 3800
175.0753;+17.7334; 3801
175.0753;+17.7667; 3802
175.0753;+17.8167; 3803
175.0753; +9.0000;I 719
175.1503;+60.3001; 3796
175.1753;+22.4500; 3808
175.2003;+20.3667; 3805
175.2003;+17.8000; 3806
175.2003;+17.7834; 3807
175.2253;+56.2001; 3804
175.2253;-46.4834;I2949
175.2503;+11.4667; 3810
175.2753;+24.8500; 3812
175.3253;+59.9001; 3809
175.3253;+47.7001; 3811
175.3253;+36.5501; 3813
175.3753;+24.8167; 3814
175.4003;+37.9667;I2950
175.4253;+24.8167; 3815
175.4503;+20.1167; 3816
175.4753;+10.3167; 3817
175.5003; -6.1500; 3818
175.5253;+10.3667; 3819
175.5253;+10.4000; 3820
175.5503;+20.3334; 3821
175.5503;+10.2834; 3822
175.5503;-13.8500; 3823
175.5753; +8.7667;I 720
175.6003;+10.2834; 3825
175.6003;+26.5000; 3826
175.6253; -8.3667;I 721
175.6503;+18.8500; 3827
175.6503; +9.0667;I 722
175.7003;+52.7834; 3824
175.7253;+16.5000; 3828
175.7502;+77.4001; 3901
175.7503; -8.3167;I 723
175.8003;+26.5834; 3830
175.8003;-12.8667; 3831
175.8503; +9.0334;I 724
175.8503;+19.7334;I2951
175.8753;+52.7167; 3829
175.8753;+22.7334; 3832
175.8753;+10.1667; 3833
175.8753;-16.8000; 3836
175.8753; -1.6667;I 725
175.9003;+19.0834; 3834
175.9253;+10.2667; 3848
175.9503;+33.3001;I 726
175.9753;+19.9000; 3837
175.9753;+10.8000; 3839
175.9753;+20.0834; 3840
175.9753; +7.9334; 3843
176.0003;+19.9834; 3841
176.0003;+19.9500; 3842
176.0003;+20.0334; 3844
176.0253;+60.1167; 3835
176.0253;+20.0000; 3845
176.0503;+57.9501; 3838
176.0503;+33.3501; 3847
176.0503; +3.1667; 3849
176.0753;+19.9834; 3851
176.0753;+33.3334; 3855
176.0753;+33.3334;I2952
176.1003;+10.3000; 3852
176.1003;+16.5667; 3853
176.1003;+33.3334; 3856
176.1003;+33.3334;I2953
176.1253;+55.6667; 3846
176.1253; -9.3667; 3854
176.1253;+10.7667;I 727
176.1503;+19.8167; 3860
176.2003;+19.5500; 3857
176.2003;+20.0000; 3861
176.2253; -9.2667; 3858
176.2253;+19.4667; 3859
176.2253; -9.2333; 3865
176.2253; -1.6000;I 728
176.2753;+19.6000; 3862
176.2753; +8.4834; 3863
176.2753;+19.6000;I2955
176.3003;+19.4000; 3864
176.3003;+33.3167;I 729
176.3003;+26.7667;I2954
176.3003;+26.7667;I2956
176.3253; -9.3333; 3866
176.3503;+19.4000; 3867
176.3503;+19.4500; 3868
176.3503; +9.1834; 3876
176.4003;+55.8834; 3850
176.4003; +3.2167;I 730
176.4003;+33.3001;I2957
176.4253;+19.7834; 3873
176.4253;+33.1501;I2958
176.4503;+10.8334; 3869
176.4503;+13.7667; 3872
176.4503; +8.5500; 3874
176.4503;+19.7667; 3875
176.4753;+50.2001; 3870
176.5003;+49.5667;I 731
176.5003;+20.4334;I 732
176.5003; -8.1667;I 733
176.5253;+47.5001; 3877
176.5253;-56.3667; 3882
176.5253;+33.1001;I2959
176.5503;+33.0834; 3871
176.5503;+33.2001; 3878
176.5503;+20.4167; 3884
176.5503; -8.2833;I 734
176.5753;+33.1667; 3880
176.5753;+34.9834;I2960
176.6253;+33.1167; 3881
176.7003;+20.7000; 3883
176.7003;-27.9167; 3885
176.7253;+69.4001; 3879
176.7753;+19.8500; 3886
176.7753;-16.8500; 3887
176.9003;+55.9667; 3888
176.9503;+31.3501;I2961
176.9753;+56.0334; 3889
177.0003;+30.3834; 3891
177.0003;-10.9667; 3892
177.0503;+10.2167;I 735
177.1003;+12.7167;I 736
177.1253;+12.7167;I 737
177.1503;+48.7167; 3893
177.2003;+59.4167; 3894
177.2253;+48.6834; 3896
177.2253; -4.6833;I 738
177.2503;+35.0167; 3897
177.2753;+59.4334; 3895
177.2753;-37.5000; 3903
177.2753; -9.7333; 3905
177.2753;-12.3167;I2962
177.3003;+56.0834; 3898
177.3003;+26.4667; 3899
177.3003;+27.0167; 3900
177.3003;-29.2834; 3904
177.3253;+26.1167; 3902
177.3502;+74.3334; 3890
177.3503;+24.9500; 3911
177.3503; -5.1167;I2963
177.3753; -1.0667; 3907
177.4003;-48.2501; 3909
177.4253;+48.4334; 3906
177.4503;+12.0334;I2964
177.4753;+12.1834; 3908
177.4988;+89.1168; 3172
177.5003;+21.3667; 3910
177.5253;+26.4834; 3912
177.5253;+24.9500; 3920
177.5753;-57.1834; 3918
177.6003;+23.8167;I 739
177.6003;-64.9001;I2966
177.6253; -4.8167;I 741
177.6503;+55.3501; 3913
177.6503; +6.5834; 3914
177.6503; -5.1333; 3915
177.6503;+20.0167; 3919
177.6503;+55.3501;I 740
177.7003;+55.1501; 3916
177.7003;+51.8334; 3917
177.7003;+30.8667;I2967
177.7253;-55.7001; 3960
177.7503;-28.8000; 3923
177.7503;+20.8000;I 742
177.7753;+55.0834; 3921
177.8003;+50.1834; 3922
177.8003;+52.0001; 3931
177.8253;+21.9167; 3925
177.8503;-11.4000; 3942
177.8753;+22.0500; 3926
177.9003;+28.1501; 3927
177.9253;+21.0167; 3929
177.9503;+48.6834; 3928
177.9503;+38.0167; 3930
178.0003;+16.8167; 3933
178.0503;+16.8667; 3934
178.0753;-26.9000; 3936
178.1003;+32.4167; 3935
178.1253;+48.4667; 3932
178.1503;+50.0167; 3924
178.1503;+20.6000;I2968
178.1503; -3.8667;I2969
178.1753;+20.6500; 3937
178.1753;+21.0167; 3940
178.2003;+44.1167; 3938
178.2253;+36.9834; 3941
178.2253;+20.5000; 3943
178.2753;+26.2334; 3944
178.3002;+75.1168; 3939
178.3003;+60.6834; 3945
178.3003;-23.1167;I2970
178.3503;+21.0500; 3946
178.3503;+20.7500; 3947
178.3503;+20.9834; 3948
178.3503;-13.2667;I 743
178.3753;+30.6834;I2971
178.4253;+47.8667; 3949
178.4253;+47.9334; 3950
178.4253;+23.4000; 3951
178.4253; -4.0000; 3952
178.4253;+20.9000; 3954
178.4253; -3.9833;I2972
178.4503;+52.3334; 3953
178.4503;+33.3501;I2973
178.4753; -5.1500;I2974
178.5003;-23.1667; 3955
178.5003;-20.5667; 3956
178.5003;-19.5667; 3957
178.5003;-19.5667;I2965
178.5253;+23.2000;I 744
178.5503; -5.7833;I2975
178.5753; +0.1333;I 745
178.6253; -2.7167;I2976
178.6503;+58.3667; 3958
178.6503; -7.7333; 3959
178.6753;-13.9667; 3962
178.7003;+28.2667; 3964
178.7503;+69.3334; 3961
178.7503;+58.5001; 3963
178.7753;-10.8667; 3965
178.7753;-18.9334; 3969
178.8003; -7.8333; 3967
178.8003;-37.7000;I2977
178.8253;-12.0333; 3970
178.8753;+11.9667; 3968
178.9003;+30.0001; 3971
178.9003;+12.0167; 3973
178.9003;+25.8834;I 746
178.9253;+32.2001; 3966
178.9253;-12.0000; 3974
178.9503;+55.3167; 3972
178.9753;+60.5334; 3975
179.0003; +6.7500; 3976
179.0253;+55.4001; 3977
179.0253; -2.7000; 3979
179.0253;+55.3834; 3980
179.0253;-19.9000; 3981
179.0503;+60.5168; 3978
179.1003;+23.8834; 3983
179.1003;+32.0167;I2978
179.1253;+55.1334; 3982
179.1753;+48.3334; 3985
179.1753;+32.0167; 3986
179.2253;+33.1501;I2979
179.2753; -8.3000;I 747
179.3253;+25.2000; 3987
179.3503;+27.8834; 3988
179.3503;+25.2334; 3989
179.3753;+32.3334; 3991
179.3753; +7.4667;I 748
179.3752;-73.6834;I2980
179.4003;+55.4667; 3990
179.4003;+53.3834; 3992
179.4003;+25.2500; 3993
179.4003;+32.2834; 3994
179.4253;+32.3001; 3995
179.4503;+29.0501; 3984
179.4503;+14.3167; 3996
179.4503;+25.2667; 3997
179.4503;+33.1834;I2981
179.4503;+27.8167;I2982
179.4753;+55.4501; 3998
179.5003;+25.1500; 4000
179.5003;+23.2167; 4002
179.5003;+23.1334; 4003
179.5253;+47.3334; 4001
179.5253;+27.8834; 4004
179.5503;+25.1334; 4005
179.5503; -2.0833; 4006
179.5503;+25.1334; 4007
179.5753;+28.2001; 4008
179.5753; -2.0833;I2983
179.6003;+25.1500; 3999
179.6003;+25.2167; 4009
179.6003;+25.1167; 4011
179.6003;+27.5167; 4016
179.6253;+10.0334; 4012
179.6253;+43.9501; 4013
179.6253;-18.3500; 4024
179.6503;+47.2667; 4010
179.6503;+16.1834; 4014
179.6503;+42.7334;I 749
179.6753;+25.0500; 4015
179.6753;+27.4334; 4017
179.6753;+25.3334; 4018
179.7253;+14.2167; 4019
179.7253;+30.4167; 4020
179.7253;+42.7167;I 750
179.7253;+42.5667;I 751
179.7503;+25.1000; 4021
179.7503;+25.2334; 4022
179.7753;+25.0000; 4023
179.7753;+30.7001;I2984
179.8003;+37.8001; 4025
179.8003; -0.5000;I 753
179.8003;+30.7334;I2985
179.8253;+42.5501;I 752
179.8503;+50.9667; 4026
179.8503; -1.6333;I 754
179.8753;-19.2667; 4027
179.9503;+30.8667;I2986
179.9753;+16.2334; 4028
180.0253; +8.2000; 4029
180.1003; -1.1000; 4030
180.1253;+31.9501; 4031
180.1253;-15.9500; 4035
180.1503;+20.0667; 4032
180.1503;-17.8500; 4033
180.3003;+14.1000;I 755
180.3503;+61.9001; 4036
180.3503;+13.4000; 4037
180.3753;+69.3168; 4034
180.4753;-18.8667; 4038
180.4753;-18.8834; 4039
180.4753;-63.2001; 4052
180.5503;+17.8334; 4040
180.5503;+62.1334; 4041
180.6003;+20.1500; 4042
180.6003; +4.3500; 4043
180.6253; -0.1833; 4044
180.6753; +1.9833; 4045
180.7003; +1.7500; 4046
180.7253;+48.6334; 4047
180.7253;+18.0167; 4048
180.7253;-16.3667; 4050
180.7503;+18.7667; 4049
180.7503; +4.8333;I 756
180.8003;+44.5334; 4051
180.8003;+19.7334; 4053
180.8003;+57.9001; 4054
180.8503;+52.6501;I 757
180.8503;+38.8167;I2987
180.9253;+21.0667; 4055
180.9253; +3.4000;I2988
180.9503; +3.5667; 4058
180.9753;+21.3167; 4059
181.0003;+20.3167; 4056
181.0003;+52.5834; 4068
181.0253;+20.3500; 4060
181.0253;+20.2167; 4061
181.0253;+31.9001; 4062
181.0253; +1.8667; 4063
181.0503;+18.4500; 4064
181.0503;+20.2167; 4065
181.0503;+20.3667; 4066
181.0503;+10.8500; 4067
181.0503;+20.3334; 4069
181.0503;+20.4334; 4070
181.0503;-67.3001; 4071
181.0503;+62.5001;I 758
181.0753;+20.2167; 4072
181.1253; +1.9000; 4073
181.1503;+20.3334; 4074
181.1503;+20.2000; 4076
181.1503;+64.4334; 4081
181.1753; +2.0833; 4075
181.1753; +1.8000; 4077
181.1753; +1.7833;I2989
181.1753;+11.0334;I2990
181.2003;+10.6000; 4078
181.2003; -2.3833; 4079
181.2503;+27.0000; 4080
181.2753;+10.6167;I2991
181.3003;+20.2500;I 759
181.3003;+30.3501;I2992
181.3003;+32.8667;I2993
181.3253;+20.3167; 4057
181.3253;+10.6834; 4082
181.3253;+10.6167; 4083
181.3253;+21.2334; 4084
181.3503;+50.3501; 4085
181.3753;+20.2500; 4086
181.3753;+20.3167; 4090
181.3753;+12.6834;I2994
181.4003;-26.5500; 4087
181.4003;+50.5501; 4088
181.4003;+20.5667; 4089
181.4253;+20.5667; 4091
181.4503;-27.9334;I2995
181.4503;+20.2834;I2997
181.4753;+20.5000; 4092
181.4753;+20.5500; 4093
181.4753;-14.5333; 4094
181.4753;-29.3000;I 760
181.4753;-30.0000;I2996
181.4753;+20.7500;I2998
181.4753;+31.3501;I2999
181.5003;+20.5834; 4095
181.5003;+47.4834; 4096
181.5003;-12.6667;I 761
181.5253;+36.8667; 4097
181.5253;+20.6167; 4098
181.5253;+20.6500; 4099
181.5253;-29.6834;I3000
181.5503;+49.5834; 4100
181.5503;+25.5667; 4101
181.5503;+33.5167;I3001
181.6003;+52.7167; 4102
181.6503;+28.1667; 4104
181.6753;-61.2501; 4103
181.6753;-29.7667; 4105
181.6753;+10.6000; 4107
181.7003;-29.7667; 4106
181.7003;+67.1668; 4108
181.7253;+43.0001; 4109
181.7753;+18.5334; 4110
181.7753;+43.0667; 4111
181.7753;-40.1834; 4112
181.7753;+33.3667;I3002
181.7753;+32.8501;I3003
181.8003;+34.0001; 4113
181.8003;-14.1833; 4114
181.8003;+14.4167; 4115
181.8003;+33.0001; 4122
181.8003;+13.2334;I3004
181.8003;-30.0167;I3005
181.8503;+12.9834;I3006
181.8503;+31.3501;I3007
181.9003; +2.7000; 4116
181.9503;+43.1334; 4117
181.9753;+43.1167; 4118
181.9753; +9.5500; 4119
181.9753;+65.1168; 4121
181.9753;-30.3334;I3010
182.0003;+13.5500;I3008
182.0003;+12.6500;I3009
182.0253;+65.1834; 4125
182.0253;+25.7500;I 762
182.0503; +2.8833; 4123
182.0503;+10.3834; 4124
182.0503;+25.8167;I 763
182.0503;+10.3667;I3011
182.1003;+76.8001; 4127
182.1253;+69.5501; 4120
182.1253;+68.7668; 4128
182.1253;+11.1667;I3012
182.1253;+10.0167;I3013
182.1253;+38.8167;I3014
182.1503;+74.9334; 4133
182.1753;+16.1500; 4126
182.1753;+29.3001; 4131
182.2253; -9.0333; 4129
182.2253; -4.0000; 4130
182.2503;+29.2334; 4132
182.2503;-31.5167;I3015
182.3003;+29.1834; 4134
182.3003;+44.0001; 4135
182.3253;+29.9334; 4136
182.3253;+44.1001; 4137
182.3503;+11.4167;I3016
182.3503;+13.6000;I3017
182.3503;+14.0000;I3019
182.3753;+43.6834; 4138
182.3753;+53.1001; 4142
182.3753;+14.0667;I3018
182.4003; +1.8167; 4139
182.4003;+42.5334; 4143
182.4003;+14.2167;I3020
182.4253; +1.8000; 4140
182.4253;+58.8501; 4141
182.4753;+38.7167;I3022
182.5003;+46.4501; 4144
182.5003;+39.8834; 4145
182.5003;+13.0167;I3021
182.5253;+18.5500; 4147
182.5253;+35.8667; 4148
182.5253;+14.3500;I3023
182.5503;-29.7334;I 764
182.5753;+26.4334; 4146
182.5753;+12.3000;I3024
182.6003;+58.3168; 4149
182.6003;+10.1834;I3025
182.6253;+39.4001; 4151
182.6253;+16.1334;I 765
182.6253;+14.1834;I3027
182.6253;+11.7500;I3028
182.6503;+30.4001; 4150
182.6503;+16.0334; 4152
182.6503;-29.9334;I3026
182.6753;+58.3501; 4154
182.6753;+76.1501; 4159
182.7003;+18.3667; 4153
182.7003;+19.0500; 4155
182.7003;+39.4667; 4156
182.7003;+13.3167;I3029
182.7253;-12.6667;I 766
182.7753;+50.4834; 4157
182.7753;+12.0834;I 767
182.7753;+14.1334;I3030
182.7753;+13.3000;I3031
182.7753;+14.2667;I3032
182.7753;+13.5834;I3033
182.8003;+20.1834; 4158
182.8503;+57.7334; 4161
182.9003;+43.7501; 4160
182.9753;+24.1167; 4162
182.9753;+12.1334;I 768
182.9753;+14.1834;I3034
183.0253;+13.2000; 4164
183.0503;+36.1667; 4163
183.0503;+13.2500; 4165
183.0503;+17.7667; 4166
183.0503;+36.5167; 4167
183.0503;+29.1667; 4169
183.0503;+56.1834; 4172
183.0503;+13.2500;I3035
183.0503;+12.4667;I3036
183.0753;+13.2000; 4168
183.0753;+29.2001; 4170
183.0753;+29.2001; 4171
183.0753;+29.1834; 4173
183.1003;+29.1334; 4174
183.1003; +9.9834;I3037
183.1253;+29.1501; 4175
183.1253;+12.1167;I 769
183.1253;+12.3000;I3039
183.1503;+11.3334;I3038
183.1753; -9.1333; 4176
183.1753;+11.0667;I3040
183.1753;+12.7334;I3041
183.2003;-14.0000; 4177
183.2003;+10.8667; 4178
183.2003;+10.8667;I3042
183.2003;+10.0000;I3043
183.2003;+13.9834;I3044
183.2253; +1.3000; 4179
183.2503; -4.5500;I 770
183.2503;+12.7834;I3045
183.2753; +7.0334; 4180
183.2753;+12.9167;I3046
183.3253;+43.7001; 4183
183.3253;+12.9667;I3047
183.3503;+50.7667; 4181
183.3503; +4.0500; 4182
183.3503;+28.5167; 4185
183.3503;+50.7334; 4187
183.3503;+13.0667;I3048
183.3753;+14.4834;I3049
183.4003;-62.7001; 4184
183.4253;+36.6334; 4190
183.4253;+13.4334;I3050
183.4503;+13.4334; 4189
183.4503;+14.9000; 4192
183.4753; +7.2000; 4191
183.4753;+13.1667; 4193
183.4753;+13.1667;I3051
183.4753;+12.6667;I3052
183.5003;+14.2000;I3053
183.5253;+14.7334; 4186
183.5503;-12.5500; 4188
183.5503;+54.5334; 4194
183.5503;+59.6168; 4195
183.5753;+56.0167; 4198
183.5753;+13.5167;I3054
183.6003;+28.4167; 4196
183.6003;+12.0667;I3055
183.6503; +5.8000; 4197
183.6503;+13.7834;I3056
183.6753;-11.5667; 4201
183.7003;+59.9001; 4199
183.7003;+12.1834; 4200
183.7253;+63.8001; 4205
183.7253;+14.0667;I3058
183.7253;+13.4667;I3059
183.7503;-44.4834;I3057
183.7503;+12.5167;I3060
183.7753;+33.2001; 4203
183.7753;+14.0334;I3061
183.7753;+13.5834;I3062
183.7753;+12.0000;I3063
183.8003;+20.6500; 4204
183.8003;+13.1834;I 771
183.8003;+23.9500;I 772
183.8003;+13.0167;I3064
183.8003;+14.4334;I3065
183.8003;+23.9500;I3067
183.8253;+13.0334; 4206
183.8253;+65.9834; 4210
183.8253;+13.4667;I3066
183.8503;+13.9000; 4208
183.8503;+11.5000;I3068
183.8503;+10.1667;I3069
183.8503;+13.0334;I3070
183.8753; +9.5834; 4207
183.8753;+28.5167; 4209
183.8753; +9.5500;I3071
183.9003;+28.1834; 4211
183.9003;+36.3334; 4214
183.9003; +9.5500;I3072
183.9003;+13.6000;I3073
183.9253;+13.9000; 4212
183.9253;+23.9834; 4213
183.9253;+10.6834;I3074
183.9503;+47.1001; 4217
183.9503;+48.1334; 4218
183.9503;+23.5834;I3075
183.9753; +6.4000; 4215
183.9753;+13.1500; 4216
184.0003;+66.2334; 4221
184.0253; +9.0834;I3076
184.0253;+14.4000;I3077
184.0253;+12.6500;I3078
184.0253;+11.5167;I3079
184.0503;+47.8834; 4220
184.0503;+14.2167;I3080
184.0503;+12.6667;I3081
184.0503;+23.8500;I3082
184.0753;+23.9000;I3084
184.1003;-43.3334; 4219
184.1003;+13.3167; 4222
184.1003;+47.0334; 4226
184.1003;+12.5834;I3083
184.1003; +9.4667;I3085
184.1003;+23.8167;I3089
184.1253; +6.7000; 4223
184.1253;+33.5167; 4227
184.1253; +9.0167;I3086
184.1253;+13.2834;I3087
184.1253; +9.4667;I3088
184.1253; +9.4334;I3090
184.1503; +7.4667; 4224
184.1503;+36.3334; 4228
184.1503;+13.9834;I3091
184.1503;+10.0500;I3092
184.1753;-12.3000; 4225
184.1753;+33.5667; 4229
184.1753;+69.4668; 4236
184.1753;+14.2834;I3093
184.2003;+47.4501; 4231
184.2003;+47.4334; 4232
184.2253;+63.4168; 4238
184.2253;+13.6167;I3094
184.2253;+23.9334;I3095
184.2253;+14.5167;I3096
184.2503; +9.4000;I3097
184.2753; +7.6167; 4233
184.2753;+12.4500;I3099
184.3003; +3.6833; 4234
184.3003; +7.1834; 4235
184.3003;+15.3167; 4237
184.3003; +7.2000;I3098
184.3003;+12.2500;I3100
184.3253;-55.1334; 4230
184.3253;+16.5334; 4239
184.3253;+11.9334;I3101
184.3503; -9.9333; 4240
184.3503; +6.6834; 4241
184.3503;+70.8001; 4250
184.3503; +6.6834;I3102
184.3753;+45.6167; 4242
184.3753;+37.8167; 4244
184.3753; +9.3667;I3103
184.4003;-11.3167; 4243
184.4003;+29.6001; 4245
184.4003;+12.3834;I3105
184.4253;+37.3834;I3110
184.4503;+47.4167; 4248
184.4503; +9.6167;I3106
184.4503;+10.8334;I3107
184.4503;+13.3500;I3108
184.4503;+13.1334;I3109
184.4503; +8.4334;I3111
184.4503;+26.0167;I3112
184.4753; +9.1334;I3114
184.5003; +7.1834; 4246
184.5003; +7.2667; 4247
184.5003; +5.6000; 4249
184.5003; +7.1834;I3113
184.5003; +6.6500;I3115
184.5003;+25.0834;I3116
184.5253;+28.1667; 4251
184.5253; +6.1334;I 773
184.5253; +9.0667;I3117
184.5253;+24.6834;I3119
184.5503; -1.0667; 4202
184.5503; +9.5000;I3118
184.5753;+25.2167;I3122
184.6003;+29.8167; 4253
184.6003;+13.7000;I3120
184.6003;+13.2334;I3121
184.6003; +8.0667;I3123
184.6003;+24.3667;I3125
184.6253; +5.5667; 4252
184.6253; +9.5834;I3124
184.6253;+11.8500;I3127
184.6503;+13.8000;I3126
184.6753;+65.9001; 4256
184.6753;+11.7167;I3128
184.6753; +9.6000;I3129
184.7003;+14.4167; 4254
184.7003; -6.7667;I 774
184.7003;-79.7334;I3104
184.7003; +8.2334;I3130
184.7003; +7.8500;I3131
184.7003; +7.8667;I3132
184.7253;+12.9167;I 775
184.7253; +7.6500;I3133
184.7253; +8.9667;I3134
184.7253;+27.5001;I3135
184.7253;+24.1834;I3141
184.7503; +4.8000; 4255
184.7503;+47.3001; 4258
184.7503; +8.8500;I 776
184.7503; +6.1834;I3136
184.7503;+12.4500;I3137
184.7503;+12.4167;I3138
184.7503; +9.1334;I3139
184.7503;+27.1334;I3140
184.7753; +5.7334; 4257
184.7753;+13.9834;I3142
184.7753;+27.3001;I3143
184.8003;+25.3000;I3144
184.8003;+24.3000;I3145
184.8003;+25.7167;I3146
184.8253;+12.0167;I3147
184.8253; +7.8667;I3148
184.8253;+12.3000;I3149
184.8503; +5.3834; 4259
184.8503; +6.1000; 4260
184.8503; +5.8167; 4261
184.8503;+28.3001;I 777
184.8503;+56.0001;I 778
184.8753;+14.8834; 4262
184.8753; +7.8000;I3150
184.8753; +9.4000;I3151
184.9003; +5.8500; 4264
184.9003;+56.7501; 4271
184.9003;-26.1500;I3152
184.9003; +5.3834;I3153
184.9003;+25.5834;I3154
184.9253;-12.2500; 4263
184.9253;-12.2500; 4265
184.9253; +5.5334; 4266
184.9253; +9.1500;I3156
184.9253;+12.4167;I3157
184.9503;+12.8000; 4267
184.9503; +5.2834; 4268
184.9503; +6.0167; 4269
184.9503; +5.4667; 4270
184.9503;+30.3334; 4272
184.9503;+29.6167; 4274
184.9503;+29.8834;I 779
184.9503; +6.0000;I3155
184.9503; +9.3000;I3158
184.9753; +5.3500; 4273
184.9753;+27.6167; 4275
184.9753;+25.7667;I 780
184.9753;+11.6500;I3159
184.9753;+60.7001;I3166
185.0003; +9.1000;I3160
185.0003; +9.0000;I3161
185.0003; +9.0000;I3162
185.0003; +9.2500;I3163
185.0003;+27.9667;I3165
185.0253; +5.3500; 4277
185.0253;+29.2834; 4278
185.0253;+14.9667;I 781
185.0253;+24.9500;I3164
185.0503; +7.7000; 4276
185.0503;+58.1001; 4284
185.0503; +9.5334;I3167
185.0753;+29.3167; 4283
185.0753;+75.3668; 4291
185.0753;+27.9167;I3168
185.0753;+25.5334;I3171
185.1003;-11.6667; 4279
185.1003;-11.6833; 4280
185.1003; +5.3834; 4281
185.1003; +5.5834; 4282
185.1003;+26.6000;I3169
185.1003; +9.4167;I3170
185.1003;+27.8167;I3172
185.1003;+10.2334;I3174
185.1003; +9.8334;I3175
185.1003;+60.7001;I3180
185.1253;+11.3334;I3173
185.1253;+25.5167;I3176
185.1503;+46.2834; 4288
185.1503;+14.1167;I3177
185.1503;+26.1667;I3178
185.1503;+26.1667;I3179
185.1753;-11.6500; 4285
185.1753;+29.3501; 4286
185.1753;+29.3501;I3181
185.1753;+24.9167;I3184
185.2003; +5.6500; 4287
185.2003;+58.1001; 4290
185.2003;+12.7334;I3182
185.2003; +6.6834;I3183
185.2253;+25.4334;I3185
185.2253;+24.6667;I3186
185.2253;+11.1667;I3187
185.2253;+11.0167;I3188
185.2253;+25.4334;I3189
185.2253;+27.9001;I3193
185.2503; +3.7167; 4289
185.2503; +9.5667;I3190
185.2753; +7.7000;I3191
185.2753;+11.7334;I3192
185.3003;+18.3834; 4293
185.3003;+28.1501; 4295
185.3003;+25.1334;I3194
185.3253; +4.6000; 4292
185.3253;+11.5167; 4294
185.3253;+25.8000;I3195
185.3503;+25.4500;I3197
185.3753; +6.6667; 4296
185.3753; +6.6667; 4297
185.3753;+14.6000; 4298
185.3753;+11.7334;I3196
185.3753;+26.3667;I3198
185.4003; +4.7833; 4301
185.4003; +5.7500;I 782
185.4003;+15.7500;I 783
185.4003;+26.7667;I3200
185.4253;+11.5000; 4299
185.4253; +5.3834; 4300
185.4253;+14.6000; 4302
185.4253;+75.3168; 4319
185.4253;+10.6000;I3199
185.4253;+25.7167;I3201
